plume_id,plume_time,lat,lon,has_90,has_360,ch4_var,image_path,center_iy,center_ix,label
GAO20230722t173039p0000-B,2023-07-22T17:30:39+00,45.70991948867234,-119.90221326544032,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t173039p0000-B/s5p_pos_00.npz,2572,36,1
GAO20230722t173039p0000-B,2023-07-22T17:30:39+00,45.70991948867234,-119.90221326544032,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t173039p0000-B/s5p_neg_00.npz,3002,70,0
GAO20230722t175224p0000-A,2023-07-22T17:52:24+00,45.707788280758905,-119.8983957723797,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t175224p0000-A/s5p_pos_00.npz,2572,36,1
GAO20230722t175224p0000-A,2023-07-22T17:52:24+00,45.707788280758905,-119.8983957723797,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t175224p0000-A/s5p_neg_00.npz,3614,21,0
GAO20200807t162452p0000-B,2020-08-07T16:24:52+00,39.94487031,-109.4618541,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20200807t162452p0000-B/s5p_pos_00.npz,2487,141,1
GAO20200807t162452p0000-B,2020-08-07T16:24:52+00,39.94487031,-109.4618541,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20200807t162452p0000-B/s5p_neg_00.npz,2665,181,0
GAO20230620t192131p0000-A,2023-06-20T19:21:31+00,35.59760872237176,-118.96794901316564,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230620t192131p0000-A/s5p_pos_00.npz,2236,196,1
GAO20230722t171819p0000-C,2023-07-22T17:18:19+00,45.80818137823172,-120.16734310991298,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t171819p0000-C/s5p_pos_00.npz,2576,35,1
GAO20230722t171819p0000-C,2023-07-22T17:18:19+00,45.80818137823172,-120.16734310991298,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t171819p0000-C/s5p_neg_00.npz,2559,143,0
GAO20230722t180159p0000-C,2023-07-22T18:01:59+00,45.80835020112872,-120.1675100623202,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t180159p0000-C/s5p_pos_00.npz,2576,35,1
GAO20230722t180159p0000-C,2023-07-22T18:01:59+00,45.80835020112872,-120.1675100623202,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t180159p0000-C/s5p_neg_00.npz,2953,100,0
GAO20200808t180538p0000-A,2020-08-08T18:05:38+00,33.51027601,-111.7731532,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20200808t180538p0000-A/s5p_pos_00.npz,2371,91,1
GAO20200808t180538p0000-A,2020-08-08T18:05:38+00,33.51027601,-111.7731532,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20200808t180538p0000-A/s5p_neg_00.npz,2457,197,0
GAO20230622t193326p0000-C,2023-06-22T19:33:26+00,36.31997430672297,-119.5156440364416,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230622t193326p0000-C/s5p_pos_00.npz,2254,160,1
GAO20230722t171819p0000-D,2023-07-22T17:18:19+00,45.808339987360654,-120.16769153129394,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t171819p0000-D/s5p_pos_00.npz,2576,35,1
GAO20230722t171819p0000-D,2023-07-22T17:18:19+00,45.808339987360654,-120.16769153129394,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t171819p0000-D/s5p_neg_00.npz,2552,156,0
GAO20230722t195554p0000-A,2023-07-22T19:55:54+00,43.18833033340027,-123.38229642854128,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t195554p0000-A/s5p_pos_00.npz,2466,179,1
GAO20230722t195554p0000-A,2023-07-22T19:55:54+00,43.18833033340027,-123.38229642854128,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t195554p0000-A/s5p_neg_00.npz,2479,84,0
GAO20230722t180159p0000-B,2023-07-22T18:01:59+00,45.80819606626878,-120.16733477572012,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t180159p0000-B/s5p_pos_00.npz,2576,35,1
GAO20230722t180159p0000-B,2023-07-22T18:01:59+00,45.80819606626878,-120.16733477572012,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230722t180159p0000-B/s5p_neg_00.npz,2441,70,0
GAO20230510t153600p0000-A,2023-05-10T15:36:00+00,43.090019735086685,-88.74962718850381,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230510t153600p0000-A/s5p_pos_00.npz,2497,188,1
GAO20230510t153600p0000-A,2023-05-10T15:36:00+00,43.090019735086685,-88.74962718850381,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230510t153600p0000-A/s5p_neg_00.npz,2459,203,0
GAO20230622t181727p0000-A,2023-06-22T18:17:27+00,36.07373071886249,-119.4407200605892,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230622t181727p0000-A/s5p_pos_00.npz,2263,107,1
GAO20230510t171739p0000-B,2023-05-10T17:17:39+00,43.186287137012044,-88.06990771571517,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230510t171739p0000-B/s5p_pos_00.npz,2498,191,1
GAO20230510t171739p0000-B,2023-05-10T17:17:39+00,43.186287137012044,-88.06990771571517,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230510t171739p0000-B/s5p_neg_00.npz,2683,138,0
GAO20230511t155618p0000-A,2023-05-11T15:56:18+00,41.73492649153968,-89.39437354937279,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230511t155618p0000-A/s5p_pos_00.npz,2469,182,1
GAO20230510t165025p0000-E,2023-05-10T16:50:25+00,42.65113362213447,-88.72848951185077,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230510t165025p0000-E/s5p_pos_00.npz,2488,187,1
GAO20230510t165025p0000-E,2023-05-10T16:50:25+00,42.65113362213447,-88.72848951185077,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230510t165025p0000-E/s5p_neg_00.npz,2654,35,0
GAO20230621t185701p0000-B,2023-06-21T18:57:01+00,32.85398523541437,-117.16455660220323,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230621t185701p0000-B/s5p_pos_00.npz,2181,174,1
GAO20230621t185701p0000-B,2023-06-21T18:57:01+00,32.85398523541437,-117.16455660220323,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230621t185701p0000-B/s5p_neg_00.npz,1966,87,0
GAO20230621t182715p0000-A,2023-06-21T18:27:15+00,33.795525029516966,-117.46333002485024,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230621t182715p0000-A/s5p_pos_00.npz,2201,173,1
GAO20230621t182715p0000-A,2023-06-21T18:27:15+00,33.795525029516966,-117.46333002485024,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230621t182715p0000-A/s5p_neg_00.npz,2356,169,0
GAO20230722t201544p0000-A,2023-07-22T20:15:44+00,43.95830560210757,-123.00051223906004,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t201544p0000-A/s5p_pos_00.npz,2481,183,1
GAO20230722t200059p0000-A,2023-07-22T20:00:59+00,43.18869817942752,-123.38286996820446,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230722t200059p0000-A/s5p_pos_00.npz,2466,179,1
GAO20230831t194144p0000-B,2023-08-31T19:41:44+00,43.52459798970992,-105.17945724754712,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t194144p0000-B/s5p_pos_00.npz,2705,205,1
GAO20230831t210409p0000-A,2023-08-31T21:04:09+00,43.76632718219744,-105.36602011631716,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t210409p0000-A/s5p_pos_00.npz,2799,16,1
GAO20230831t210409p0000-A,2023-08-31T21:04:09+00,43.76632718219744,-105.36602011631716,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t210409p0000-A/s5p_neg_00.npz,1232,205,0
GAO20230831t194144p0000-C,2023-08-31T19:41:44+00,43.48182757576637,-105.17994441700822,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t194144p0000-C/s5p_pos_00.npz,2704,205,1
GAO20230831t194144p0000-C,2023-08-31T19:41:44+00,43.48182757576637,-105.17994441700822,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t194144p0000-C/s5p_neg_00.npz,2487,100,0
GAO20230831t173640p0000-A,2023-08-31T17:36:40+00,43.8713755659106,-105.36514384096138,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t173640p0000-A/s5p_pos_00.npz,2758,40,1
GAO20230831t173640p0000-A,2023-08-31T17:36:40+00,43.8713755659106,-105.36514384096138,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t173640p0000-A/s5p_neg_00.npz,2972,117,0
GAO20230906t181957p0000-A,2023-09-06T18:19:57+00,41.61029456262872,-107.94216911353358,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t181957p0000-A/s5p_pos_00.npz,2710,173,1
GAO20230831t194144p0000-A,2023-08-31T19:41:44+00,43.53985196150845,-105.1703031882246,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t194144p0000-A/s5p_pos_00.npz,2751,40,1
GAO20230831t194144p0000-A,2023-08-31T19:41:44+00,43.53985196150845,-105.1703031882246,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t194144p0000-A/s5p_neg_00.npz,1150,201,0
GAO20230906t180920p0000-A,2023-09-06T18:09:20+00,41.629398651985696,-107.88395882295534,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t180920p0000-A/s5p_pos_00.npz,2711,173,1
GAO20230831t205444p0000-A,2023-08-31T20:54:44+00,43.81398823328741,-105.35636465065323,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t205444p0000-A/s5p_pos_00.npz,2800,16,1
GAO20230831t205444p0000-A,2023-08-31T20:54:44+00,43.81398823328741,-105.35636465065323,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t205444p0000-A/s5p_neg_00.npz,1181,186,0
